OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SS,SS2
8,froh,froh,ADJD,ADJD,_,2,ccomp,_,_,_,_,_,_,_
9,",",",","$,","$,",_,8,punct,_,_,_,_,_,_,_
10,dass,dass,KOUS,KOUS,_,17,mark,_,_,_,_,_,_,_
11,du,du,PPER,PPER,_,13,case,_,_,_,_,_,_,_
12,den,den,ART,ART,_,13,det,_,_,_,_,_,_,_
13,Fehler,fehler,NOUN,NN,Number=Sing,17,nmod,_,_,_,_,_,_,_
14,an,a,APPR,APPR,_,16,case,_,_,_,_,an,p.Gestalt,p.Locus
15,deiner,deiner,ADJA,ADJA,_,16,amod,_,_,_,_,deiner,p.Possessor,p.Possessor
16,Maschine,maschine,NOUN,NN,Number=Sing,17,nmod,_,_,_,_,_,_,_
17,finden,finden,VVINF,VVINF,_,8,ccomp,_,_,_,_,_,_,_
18,konntest,konntest,VVFIN,VVFIN,_,17,aux,_,_,_,_,_,_,_
19,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Du wirst nach Hause fahren können ... '',,,,,,,,,,,,,,
1,Du,du,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,wirst,wirst,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
3,nach,nach,APPR,APPR,_,4,case,_,_,_,_,nach,p.Goal,p.Goal
4,Hause,hause,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
5,fahren,fahren,VVINF,VVINF,_,2,xcomp,_,_,_,_,_,_,_
6,können,können,VMINF,VMINF,_,5,aux,_,_,_,_,_,_,_
7,...,...,$[,$[,_,2,punct,_,_,_,_,_,_,_
8,'','',ADJD,ADJD,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Woher weißt du das ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADJD,ADJD,_,4,punct,_,_,_,_,_,_,_
3,Woher,woher,PWAV,PWAV,_,4,advmod,_,_,_,_,_,_,_
4,weißt,weißt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,du,du,PPER,PPER,_,4,nmod,_,_,_,_,_,_,_
6,das,das,PDS,PDS,_,5,case,_,_,_,_,_,_,_
7,?,?,$.,$.,_,6,punct,_,_,_,_,_,_,_
8,'','',VVFIN,VVFIN,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Gerade wollte ich ihm sagen , dass mir die Reparatur trotz aller Hoffnungslosigkeit gelungen war !",,,,,,,,,,,,,,
1,Gerade,gerade,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
2,wollte,wollte,VMFIN,VMFIN,_,5,aux,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
4,ihm,ihm,PPER,PPER,_,5,iobj,_,_,_,_,ihm,p.Recipient,p.Recipient
5,sagen,sagen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,dass,dass,KOUS,KOUS,_,14,mark,_,_,_,_,_,_,_
8,mir,mir,PPER,PPER,_,14,iobj,_,_,_,_,mir,p.Agent,p.Beneficiary
9,die,die,ART,ART,_,10,det,_,_,_,_,_,_,_
10,Reparatur,reparatur,NOUN,NN,Number=Sing,14,nsubj,_,_,_,_,_,_,_
11,trotz,trotz,APPR,APPR,_,13,case,_,_,_,_,trotz,p.Circumstance,p.Circumstance
12,aller,aller,PIDAT,PIDAT,_,13,det,_,_,_,_,_,_,_
13,Hoffnungslosigkeit,hoffnungslosigkeit,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
14,gelungen,gelungen,VVPP,VVPP,_,5,ccomp,_,_,_,_,_,_,_
15,war,war,VAFIN,VAFIN,_,14,aux,_,_,_,_,_,_,_
16,!,!,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Er erwiderte nichts auf meine Frage , aber er fügte hinzu : - `` Ich kehre heute auch nach Hause zurück ... ''",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,erwiderte,erwiderte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,nichts,nichts,PIS,PIS,_,2,dobj,_,_,_,_,_,_,_
4,auf,auf,APPR,APPR,_,6,case,_,_,_,_,auf,p.Stimulus,p.Goal
5,meine,meine,PPOSAT,PPOSAT,_,6,det,_,_,_,_,meine,p.Originator,p.Gestalt
6,Frage,frage,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
7,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
8,aber,aber,KON,KON,_,2,cc,_,_,_,_,_,_,_
9,er,er,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
10,fügte,fügte,VVFIN,VVFIN,_,2,conj,_,_,_,_,_,_,_
11,hinzu,hinzu,PTKVZ,PTKVZ,_,10,mark,_,_,_,_,_,_,_
12,:,:,$.,$.,_,10,punct,_,_,_,_,_,_,_
13,-,-,$[,$[,_,16,punct,_,_,_,_,_,_,_
14,``,``,ADJD,ADJD,_,16,punct,_,_,_,_,_,_,_
15,Ich,ich,PPER,PPER,_,16,nsubj,_,_,_,_,_,_,_
16,kehre,kehre,VVFIN,VVFIN,_,10,ccomp,_,_,_,_,_,_,_
17,heute,heute,ADV,ADV,_,16,advmod,_,_,_,_,_,_,_
18,auch,auch,ADV,ADV,_,16,advmod,_,_,_,_,_,_,_
19,nach,nach,APPR,APPR,_,20,case,_,_,_,_,nach,p.Goal,p.Goal
20,Hause,hause,NOUN,NN,Number=Sing,16,nmod,_,_,_,_,_,_,_
21,zurück,zurück,PTKVZ,PTKVZ,_,16,mark,_,_,_,_,_,_,_
22,...,...,$[,$[,_,16,punct,_,_,_,_,_,_,_
23,'','',ADJD,ADJD,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Und dann melancholisch : - `` Das ist um einiges weiter ... um einiges schwieriger ... '',,,,,,,,,,,,,,
1,Und,und,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,dann,dann,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
3,melancholisch,melancholisch,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
4,:,:,$.,$.,_,3,punct,_,_,_,_,_,_,_
5,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
6,``,``,ADV,ADV,_,8,punct,_,_,_,_,_,_,_
7,Das,das,PDS,PDS,_,8,nsubj,_,_,_,_,_,_,_
8,ist,ist,VAFIN,VAFIN,_,5,root,_,_,_,_,_,_,_
9,um,um,APPR,APPR,_,10,case,_,_,_,_,um,p.Extent,p.Extent
10,einiges,einiges,PIS,PIS,_,8,root,_,_,_,_,_,_,_
11,weiter,weiter,ADV,ADV,_,10,case,_,_,_,_,_,_,_
12,...,...,$[,$[,_,15,punct,_,_,_,_,_,_,_
13,um,um,APPR,APPR,_,15,mark,_,_,_,_,um,p.Extent,p.Extent
14,einiges,einiges,PIS,PIS,_,15,dobj,_,_,_,_,_,_,_
15,schwieriger,schwieriger,ADJD,ADJD,_,11,advcl,_,_,_,_,_,_,_
16,...,...,$[,$[,_,15,punct,_,_,_,_,_,_,_
17,'','',VVPP,VVPP,_,15,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich fühlte , dass etwas Außergewöhnliches passierte .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,fühlte,fühlte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
4,dass,dass,KOUS,KOUS,_,7,mark,_,_,_,_,_,_,_
5,etwas,etwas,PIAT,PIAT,_,6,det,_,_,_,_,_,_,_
6,Außergewöhnliches,außergewöhnliches,NOUN,NN,Number=Sing,7,nsubj,_,_,_,_,_,_,_
7,passierte,passierte,VVFIN,VVFIN,_,2,ccomp,_,_,_,_,_,_,_
8,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich hielt ihn fest in dem Arm wie ein kleines Kind und dennoch schien es mir , als glitt er senkrecht in einen Abgrund , ohne dass ich imstande war , ihn zurückzuhalten ...",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,hielt,hielt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ihn,ihn,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,fest,fest,PTKVZ,PTKVZ,_,2,mark,_,_,_,_,_,_,_
5,in,in,APPR,APPR,_,7,case,_,_,_,_,in,p.Locus,p.Locus
6,dem,dem,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Arm,arm,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
8,wie,wie,KOKOM,KOKOM,_,11,case,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
9,ein,ein,ART,ART,_,11,det,_,_,_,_,_,_,_
10,kleines,kleines,ADJA,ADJA,_,11,amod,_,_,_,_,_,_,_
11,Kind,kind,NOUN,NN,Number=Sing,7,nmod,_,_,_,_,_,_,_
12,und,und,KON,KON,_,11,cc,_,_,_,_,_,_,_
13,dennoch,dennoch,ADV,ADV,_,11,conj,_,_,_,_,_,_,_
14,schien,schien,VVFIN,VVFIN,_,2,xcomp,_,_,_,_,_,_,_
15,es,es,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
16,mir,mir,PPER,PPER,_,14,iobj,_,_,_,_,mir,p.Experiencer,p.Beneficiary
17,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
18,als,als,KOKOM,KOKOM,_,19,case,_,_,_,_,_,_,_
19,glitt,glitt,ADV,ADV,_,14,nmod,_,_,_,_,_,_,_
20,er,er,PPER,PPER,_,19,nsubj,_,_,_,_,_,_,_
21,senkrecht,senkrecht,VVFIN,VVFIN,_,19,advmod,_,_,_,_,_,_,_
22,in,in,APPR,APPR,_,24,case,_,_,_,_,in,p.Goal,p.Goal
23,einen,einen,ART,ART,_,24,det,_,_,_,_,_,_,_
24,Abgrund,abgrund,NOUN,NN,Number=Sing,19,nmod,_,_,_,_,_,_,_
25,",",",","$,","$,",_,19,punct,_,_,_,_,_,_,_
26,ohne,ohne,APPR,APPR,_,33,mark,_,_,_,_,ohne,p.Circumstance,p.Circumstance
27,dass,dass,KOUS,KOUS,_,29,mark,_,_,_,_,_,_,_
28,ich,ich,PPER,PPER,_,29,nsubj,_,_,_,_,_,_,_
29,imstande,imstande,ADV,ADV,_,33,advcl,_,_,_,_,_,_,_
30,war,war,VAFIN,VAFIN,_,29,cop,_,_,_,_,_,_,_
31,",",",","$,","$,",_,29,punct,_,_,_,_,_,_,_
32,ihn,ihn,PPER,PPER,_,33,dobj,_,_,_,_,_,_,_
33,zurückzuhalten,zurückzuhalten,VVPP,VVPP,_,19,advcl,_,_,_,_,_,_,_
34,...,...,$[,$[,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Sein ernster Blick verlor sich , weit weg :",,,,,,,,,,,,,,
1,Sein,sein,PPOSAT,PPOSAT,_,3,nmod:poss,_,_,_,_,sein,p.Gestalt,p.Gestalt
2,ernster,ernster,ADJA,ADJA,_,3,amod,_,_,_,_,_,_,_
3,Blick,blick,NOUN,NN,Number=Sing,4,nsubj,_,_,_,_,_,_,_
4,verlor,verlor,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,sich,sich,PRF,PRF,_,4,dobj,_,_,_,_,_,_,_
6,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
7,weit,weit,ADJD,ADJD,_,8,advmod,_,_,_,_,_,_,_
8,weg,weg,PTKVZ,PTKVZ,_,4,xcomp,_,_,_,_,_,_,_
9,:,:,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Ich habe dein Schaf .,,,,,,,,,,,,,,
1,-,-,$[,$[,_,6,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,6,punct,_,_,_,_,_,_,_
3,Ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
4,habe,habe,VAFIN,VAFIN,_,6,aux,_,_,_,_,_,_,_
5,dein,dein,PPOSAT,PPOSAT,_,6,det,_,_,_,_,dein,p.Originator,p.Gestalt
6,Schaf,schaf,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
7,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich habe die Kiste für das Schaf .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,0,root,_,_,_,_,_,_,_
2,habe,habe,VAFIN,VAFIN,_,1,dep,_,_,_,_,_,_,_
3,die,die,ART,ART,_,4,det,_,_,_,_,_,_,_
4,Kiste,kiste,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
5,für,für,APPR,APPR,_,7,case,_,_,_,_,für,p.Beneficiary,p.Beneficiary
6,das,das,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Schaf,schaf,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
8,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Und ich habe den Maulkorb ... '',,,,,,,,,,,,,,
1,Und,und,KON,KON,_,0,root,_,_,_,_,_,_,_
2,ich,ich,PPER,PPER,_,1,nsubj,_,_,_,_,_,_,_
3,habe,habe,VAFIN,VAFIN,_,2,appos,_,_,_,_,_,_,_
4,den,den,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Maulkorb,maulkorb,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
6,...,...,$[,$[,_,5,punct,_,_,_,_,_,_,_
7,'','',NE,NE,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Und er lächelte melancholisch .,,,,,,,,,,,,,,
1,Und,und,KON,KON,_,4,cc,_,_,_,_,_,_,_
2,er,er,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
3,lächelte,lächelte,VVFIN,VVFIN,_,4,cop,_,_,_,_,_,_,_
4,melancholisch,melancholisch,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich wartete lange .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,wartete,wartete,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,lange,lange,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
4,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich fühlte , wie er immer wärmer wurde .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,fühlte,fühlte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
4,wie,wie,PWAV,PWAV,_,7,mark,_,_,_,_,wie,p.Manner,p.Manner
5,er,er,PPER,PPER,_,7,nsubjpass,_,_,_,_,_,_,_
6,immer,immer,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
7,wärmer,wärmer,VVPP,VVPP,_,2,advcl,_,_,_,_,_,_,_
8,wurde,wurde,VAFIN,VAFIN,_,7,auxpass,_,_,_,_,_,_,_
9,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Kleiner Mann , du hattest Angst ... ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Kleiner,kleiner,ADJA,ADJA,_,4,name,_,_,_,_,_,_,_
4,Mann,mann,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,du,du,PPER,PPER,_,8,case,_,_,_,_,_,_,_
7,hattest,hattest,VVFIN,VVFIN,_,8,amod,_,_,_,_,_,_,_
8,Angst,angst,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
9,...,...,$[,$[,_,4,punct,_,_,_,_,_,_,_
10,'','',VVFIN,VVFIN,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Er hatte Angst , ganz sicher !",,,,,,,,,,,,,,
1,Er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
2,hatte,hatte,VAFIN,VAFIN,_,3,aux,_,_,_,_,_,_,_
3,Angst,angst,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,ganz,ganz,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
6,sicher,sicher,ADJD,ADJD,_,3,conj,_,_,_,_,_,_,_
7,!,!,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber er lächelte sanftmütig :,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,lächelte,lächelte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,sanftmütig,sanftmütig,ADJD,ADJD,_,3,advmod,_,_,_,_,_,_,_
5,:,:,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Heute Abend werde ich erst richtig Angst haben ... '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Heute,heute,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,Abend,abend,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
5,werde,werde,VAFIN,VAFIN,_,9,aux,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
7,erst,erst,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
8,richtig,richtig,ADJD,ADJD,_,9,advmod,_,_,_,_,_,_,_
9,Angst,angst,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
10,haben,haben,VAINF,VAINF,_,9,aux,_,_,_,_,_,_,_
11,...,...,$[,$[,_,9,punct,_,_,_,_,_,_,_
12,'','',VVINF,VVINF,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Wieder erstarrte ich , war gelähmt durch das Gefühl von etwas Unwiderruflichem .",,,,,,,,,,,,,,
1,Wieder,wieder,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,erstarrte,erstarrte,VVFIN,VVFIN,_,6,parataxis,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
5,war,war,VAFIN,VAFIN,_,6,cop,_,_,_,_,_,_,_
6,gelähmt,gelähmt,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
7,durch,durch,APPR,APPR,_,9,case,_,_,_,_,durch,p.Explanation,p.Means
8,das,das,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Gefühl,gefühl,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
10,von,von,APPR,APPR,_,12,case,_,_,_,_,von,p.Stimulus,p.Source
11,etwas,etwas,PIAT,PIAT,_,12,advmod,_,_,_,_,_,_,_
12,Unwiderruflichem,unwiderruflichem,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
13,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und ich verstand , dass ich die Vorstellung nicht ertrug , nie wieder dieses Lachen zu hören .",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,ich,ich,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,verstand,verstand,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,dass,dass,KOUS,KOUS,_,10,mark,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
7,die,die,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Vorstellung,vorstellung,NOUN,NN,Number=Sing,10,dobj,_,_,_,_,_,_,_
9,nicht,nicht,PTKNEG,PTKNEG,_,10,neg,_,_,_,_,_,_,_
10,ertrug,ertrug,VVFIN,VVFIN,_,3,ccomp,_,_,_,_,_,_,_
11,",",",","$,","$,",_,10,punct,_,_,_,_,_,_,_
12,nie,nie,ADV,ADV,_,13,neg,_,_,_,_,_,_,_
13,wieder,wieder,ADV,ADV,_,17,advmod,_,_,_,_,_,_,_
14,dieses,dieses,PDAT,PDAT,_,15,det,_,_,_,_,_,_,_
15,Lachen,lachen,NOUN,NN,Number=Sing,17,dobj,_,_,_,_,_,_,_
16,zu,zu,PTKZU,PTKZU,_,17,aux,_,_,_,_,_,_,_
17,hören,hören,VVINF,VVINF,_,10,xcomp,_,_,_,_,_,_,_
18,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Es war für mich wie ein Brunnen in der Wüste .,,,,,,,,,,,,,,
1,Es,es,PPER,PPER,_,0,root,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,1,appos,_,_,_,_,_,_,_
3,für,für,APPR,APPR,_,4,case,_,_,_,_,für,p.Experiencer,p.Beneficiary
4,mich,mich,PPER,PPER,_,2,nmod,_,_,_,_,_,_,_
5,wie,wie,KOKOM,KOKOM,_,7,case,_,_,_,_,wie,p.ComparisonRef,p.ComparisonRef
6,ein,ein,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Brunnen,brunnen,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
8,in,in,APPR,APPR,_,10,case,_,_,_,_,in,p.Locus,p.Locus
9,der,der,ART,ART,_,10,det,_,_,_,_,_,_,_
10,Wüste,wüste,NOUN,NN,Number=Sing,7,nmod,_,_,_,_,_,_,_
11,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Kleiner Kerl , ich will dich noch lachen hören ... ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,CARD,CARD,_,4,punct,_,_,_,_,_,_,_
3,Kleiner,kleiner,NOUN,NN,Number=Sing,4,det,_,_,_,_,_,_,_
4,Kerl,kerl,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,11,nsubj,_,_,_,_,_,_,_
7,will,will,VMFIN,VMFIN,_,11,aux,_,_,_,_,_,_,_
8,dich,dich,PRF,PRF,_,11,dobj,_,_,_,_,_,_,_
9,noch,noch,ADV,ADV,_,10,advmod,_,_,_,_,_,_,_
10,lachen,lachen,VVINF,VVINF,_,11,xcomp,_,_,_,_,_,_,_
11,hören,hören,VVINF,VVINF,_,4,ccomp,_,_,_,_,_,_,_
12,...,...,$[,$[,_,4,punct,_,_,_,_,_,_,_
13,'','',VVINF,VVINF,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber er sagte : - `` In dieser Nacht wird es ein Jahr her sein .,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,sagte,sagte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,:,:,$.,$.,_,3,punct,_,_,_,_,_,_,_
5,-,-,$[,$[,_,15,punct,_,_,_,_,_,_,_
6,``,``,ADV,ADV,_,15,punct,_,_,_,_,_,_,_
7,In,in,APPR,APPR,_,9,case,_,_,_,_,in,p.Time,p.Time
8,dieser,dieser,PDAT,PDAT,_,9,det,_,_,_,_,_,_,_
9,Nacht,nacht,NOUN,NN,Number=Sing,15,nmod,_,_,_,_,_,_,_
10,wird,wird,VAFIN,VAFIN,_,15,aux,_,_,_,_,_,_,_
11,es,es,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
12,ein,ein,ADV,ADV,_,13,det,_,_,_,_,_,_,_
13,Jahr,jahr,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
14,her,she,PTKVZ,PTKVZ,_,15,advmod,_,_,_,_,_,_,_
15,sein,sein,VAINF,VAINF,_,3,parataxis,_,_,_,_,_,_,_
16,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Mein Stern wird sich genau über der Stelle befinden , an der ich in dem letzten Jahr heruntergefallen bin ... ''",,,,,,,,,,,,,,
1,Mein,mein,PPOSAT,PPOSAT,_,2,det,_,_,_,_,mein,p.Gestalt,p.Gestalt
2,Stern,stern,NOUN,NN,Number=Sing,9,nsubj,_,_,_,_,_,_,_
3,wird,wird,VAFIN,VAFIN,_,9,aux,_,_,_,_,_,_,_
4,sich,sich,PRF,PRF,_,9,dobj,_,_,_,_,_,_,_
5,genau,genau,ADJD,ADJD,_,9,advmod,_,_,_,_,_,_,_
6,über,über,APPR,APPR,_,8,case,_,_,_,_,über,p.Locus,p.Locus
7,der,der,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Stelle,stelle,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
9,befinden,befinden,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
10,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
11,an,a,APPR,APPR,_,18,mark,_,_,_,_,an,p.Locus,p.Locus
12,der,der,PRELS,PRELS,_,18,iobj,_,_,_,_,_,_,_
13,ich,ich,PPER,PPER,_,18,nsubj,_,_,_,_,_,_,_
14,in,in,APPR,APPR,_,17,case,_,_,_,_,in,p.Time,p.Time
15,dem,dem,ART,ART,_,17,det,_,_,_,_,_,_,_
16,letzten,letzten,ADJA,ADJA,_,17,amod,_,_,_,_,_,_,_
17,Jahr,jahr,NOUN,NN,Number=Sing,18,nmod,_,_,_,_,_,_,_
18,heruntergefallen,heruntergefallen,VVINF,VVINF,_,9,advcl,_,_,_,_,_,_,_
19,bin,bin,VAFIN,VAFIN,_,18,auxpass,_,_,_,_,_,_,_
20,...,...,$[,$[,_,9,punct,_,_,_,_,_,_,_
21,'','',VVPP,VVPP,_,9,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Kleiner Kerl , ist diese Geschichte von der Schlange und der Verabredung mit dem Stern nicht nur ein böser Traum ... ? ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,CARD,CARD,_,4,punct,_,_,_,_,_,_,_
3,Kleiner,kleiner,NOUN,NN,Number=Sing,4,amod,_,_,_,_,_,_,_
4,Kerl,kerl,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,ist,ist,VAFIN,VAFIN,_,22,cop,_,_,_,_,_,_,_
7,diese,diese,PDAT,PDAT,_,8,det,_,_,_,_,_,_,_
